,Survived,Pclass,Sex,Age,SibSp,Parch,Category,group_age,Age_group
430,1,1,male,28.0,0,0,Man,Adults,"(20, 30]"
431,1,3,female,21.5,1,0,Woman,Adults,"(20, 30]"
432,1,2,female,42.0,1,0,Woman,Seniors,"(40, 50]"
433,0,3,male,17.0,0,0,child,Childs,"(10, 20]"
434,0,1,male,50.0,1,0,Man,Seniors,"(40, 50]"
435,1,1,female,14.0,1,2,child,Childs,"(10, 20]"
436,0,3,female,21.0,2,2,Woman,Adults,"(20, 30]"
437,1,2,female,24.0,2,3,Woman,Adults,"(20, 30]"
438,0,1,male,64.0,1,4,Man,Seniors,"(60, 70]"
439,0,2,male,31.0,0,0,Man,Adults,"(30, 40]"
440,1,2,female,45.0,1,1,Woman,Seniors,"(40, 50]"
441,0,3,male,20.0,0,0,Man,Adults,"(10, 20]"
442,0,3,male,25.0,1,0,Man,Adults,"(20, 30]"
443,1,2,female,28.0,0,0,Woman,Adults,"(20, 30]"
444,1,3,male,25.0,0,0,Man,Adults,"(20, 30]"
445,1,1,male,4.0,0,2,child,Childs,"(0, 10]"
446,1,2,female,13.0,0,1,child,Childs,"(10, 20]"
447,1,1,male,34.0,0,0,Man,Adults,"(30, 40]"
448,1,3,female,5.0,2,1,child,Childs,"(0, 10]"
449,1,1,male,52.0,0,0,Man,Seniors,"(50, 60]"
450,0,2,male,36.0,1,2,Man,Adults,"(30, 40]"
451,0,3,male,25.0,1,0,Man,Adults,"(20, 30]"
452,0,1,male,30.0,0,0,Man,Adults,"(20, 30]"
453,1,1,male,49.0,1,0,Man,Seniors,"(40, 50]"
454,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
455,1,3,male,29.0,0,0,Man,Adults,"(20, 30]"
456,0,1,male,65.0,0,0,Man,Seniors,"(60, 70]"
457,1,1,female,35.0,1,0,Woman,Adults,"(30, 40]"
458,1,2,female,50.0,0,0,Woman,Seniors,"(40, 50]"
459,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
460,1,1,male,48.0,0,0,Man,Seniors,"(40, 50]"
461,0,3,male,34.0,0,0,Man,Adults,"(30, 40]"
462,0,1,male,47.0,0,0,Man,Seniors,"(40, 50]"
463,0,2,male,48.0,0,0,Man,Seniors,"(40, 50]"
464,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
465,0,3,male,38.0,0,0,Man,Adults,"(30, 40]"
466,0,2,male,30.0,0,0,Man,Adults,"(20, 30]"
467,0,1,male,56.0,0,0,Man,Seniors,"(50, 60]"
468,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
469,1,3,female,0.75,2,1,child,Childs,"(0, 10]"
470,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
471,0,3,male,38.0,0,0,Man,Adults,"(30, 40]"
472,1,2,female,33.0,1,2,Woman,Adults,"(30, 40]"
473,1,2,female,23.0,0,0,Woman,Adults,"(20, 30]"
474,0,3,female,22.0,0,0,Woman,Adults,"(20, 30]"
475,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
476,0,2,male,34.0,1,0,Man,Adults,"(30, 40]"
477,0,3,male,29.0,1,0,Man,Adults,"(20, 30]"
478,0,3,male,22.0,0,0,Man,Adults,"(20, 30]"
479,1,3,female,2.0,0,1,child,Childs,"(0, 10]"
480,0,3,male,9.0,5,2,child,Childs,"(0, 10]"
481,0,2,male,30.0,0,0,Man,Adults,"(20, 30]"
482,0,3,male,50.0,0,0,Man,Seniors,"(40, 50]"
483,1,3,female,63.0,0,0,Woman,Seniors,"(60, 70]"
484,1,1,male,25.0,1,0,Man,Adults,"(20, 30]"
485,0,3,female,21.5,3,1,Woman,Adults,"(20, 30]"
486,1,1,female,35.0,1,0,Woman,Adults,"(30, 40]"
487,0,1,male,58.0,0,0,Man,Seniors,"(50, 60]"
488,0,3,male,30.0,0,0,Man,Adults,"(20, 30]"
489,1,3,male,9.0,1,1,child,Childs,"(0, 10]"
490,0,3,male,25.0,1,0,Man,Adults,"(20, 30]"
491,0,3,male,21.0,0,0,Man,Adults,"(20, 30]"
492,0,1,male,55.0,0,0,Man,Seniors,"(50, 60]"
493,0,1,male,71.0,0,0,Man,Seniors,"(70, 80]"
494,0,3,male,21.0,0,0,Man,Adults,"(20, 30]"
495,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
496,1,1,female,54.0,1,0,Woman,Seniors,"(50, 60]"
497,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
498,0,1,female,25.0,1,2,Woman,Adults,"(20, 30]"
499,0,3,male,24.0,0,0,Man,Adults,"(20, 30]"
500,0,3,male,17.0,0,0,child,Childs,"(10, 20]"
501,0,3,female,21.0,0,0,Woman,Adults,"(20, 30]"
502,0,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
503,0,3,female,37.0,0,0,Woman,Adults,"(30, 40]"
504,1,1,female,16.0,0,0,child,Childs,"(10, 20]"
505,0,1,male,18.0,1,0,Man,Childs,"(10, 20]"
506,1,2,female,33.0,0,2,Woman,Adults,"(30, 40]"
507,1,1,male,40.0,0,0,Man,Adults,"(30, 40]"
508,0,3,male,28.0,0,0,Man,Adults,"(20, 30]"
509,1,3,male,26.0,0,0,Man,Adults,"(20, 30]"
510,1,3,male,29.0,0,0,Man,Adults,"(20, 30]"
511,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
512,1,1,male,36.0,0,0,Man,Adults,"(30, 40]"
513,1,1,female,54.0,1,0,Woman,Seniors,"(50, 60]"
514,0,3,male,24.0,0,0,Man,Adults,"(20, 30]"
515,0,1,male,47.0,0,0,Man,Seniors,"(40, 50]"
516,1,2,female,34.0,0,0,Woman,Adults,"(30, 40]"
517,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
518,1,2,female,36.0,1,0,Woman,Adults,"(30, 40]"
519,0,3,male,32.0,0,0,Man,Adults,"(30, 40]"
520,1,1,female,30.0,0,0,Woman,Adults,"(20, 30]"
521,0,3,male,22.0,0,0,Man,Adults,"(20, 30]"
522,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
523,1,1,female,44.0,0,1,Woman,Seniors,"(40, 50]"
524,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
525,0,3,male,40.5,0,0,Man,Seniors,"(40, 50]"
526,1,2,female,50.0,0,0,Woman,Seniors,"(40, 50]"
527,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
528,0,3,male,39.0,0,0,Man,Adults,"(30, 40]"
529,0,2,male,23.0,2,1,Man,Adults,"(20, 30]"
530,1,2,female,2.0,1,1,child,Childs,"(0, 10]"
531,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
532,0,3,male,17.0,1,1,child,Childs,"(10, 20]"
533,1,3,female,21.5,0,2,Woman,Adults,"(20, 30]"
534,0,3,female,30.0,0,0,Woman,Adults,"(20, 30]"
535,1,2,female,7.0,0,2,child,Childs,"(0, 10]"
536,0,1,male,45.0,0,0,Man,Seniors,"(40, 50]"
537,1,1,female,30.0,0,0,Woman,Adults,"(20, 30]"
538,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
539,1,1,female,22.0,0,2,Woman,Adults,"(20, 30]"
540,1,1,female,36.0,0,2,Woman,Adults,"(30, 40]"
541,0,3,female,9.0,4,2,child,Childs,"(0, 10]"
542,0,3,female,11.0,4,2,child,Childs,"(10, 20]"
543,1,2,male,32.0,1,0,Man,Adults,"(30, 40]"
544,0,1,male,50.0,1,0,Man,Seniors,"(40, 50]"
545,0,1,male,64.0,0,0,Man,Seniors,"(60, 70]"
546,1,2,female,19.0,1,0,Woman,Adults,"(10, 20]"
547,1,2,male,30.0,0,0,Man,Adults,"(20, 30]"
548,0,3,male,33.0,1,1,Man,Adults,"(30, 40]"
549,1,2,male,8.0,1,1,child,Childs,"(0, 10]"
550,1,1,male,17.0,0,2,child,Childs,"(10, 20]"
551,0,2,male,27.0,0,0,Man,Adults,"(20, 30]"
552,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
553,1,3,male,22.0,0,0,Man,Adults,"(20, 30]"
554,1,3,female,22.0,0,0,Woman,Adults,"(20, 30]"
555,0,1,male,62.0,0,0,Man,Seniors,"(60, 70]"
556,1,1,female,48.0,1,0,Woman,Seniors,"(40, 50]"
557,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
558,1,1,female,39.0,1,1,Woman,Adults,"(30, 40]"
559,1,3,female,36.0,1,0,Woman,Adults,"(30, 40]"
560,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
561,0,3,male,40.0,0,0,Man,Adults,"(30, 40]"
562,0,2,male,28.0,0,0,Man,Adults,"(20, 30]"
563,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
564,0,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
565,0,3,male,24.0,2,0,Man,Adults,"(20, 30]"
566,0,3,male,19.0,0,0,Man,Adults,"(10, 20]"
567,0,3,female,29.0,0,4,Woman,Adults,"(20, 30]"
568,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
569,1,3,male,32.0,0,0,Man,Adults,"(30, 40]"
570,1,2,male,62.0,0,0,Man,Seniors,"(60, 70]"
571,1,1,female,53.0,2,0,Woman,Seniors,"(50, 60]"
572,1,1,male,36.0,0,0,Man,Adults,"(30, 40]"
573,1,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
574,0,3,male,16.0,0,0,child,Childs,"(10, 20]"
575,0,3,male,19.0,0,0,Man,Adults,"(10, 20]"
576,1,2,female,34.0,0,0,Woman,Adults,"(30, 40]"
577,1,1,female,39.0,1,0,Woman,Adults,"(30, 40]"
578,0,3,female,21.5,1,0,Woman,Adults,"(20, 30]"
579,1,3,male,32.0,0,0,Man,Adults,"(30, 40]"
580,1,2,female,25.0,1,1,Woman,Adults,"(20, 30]"
581,1,1,female,39.0,1,1,Woman,Adults,"(30, 40]"
582,0,2,male,54.0,0,0,Man,Seniors,"(50, 60]"
583,0,1,male,36.0,0,0,Man,Adults,"(30, 40]"
584,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
585,1,1,female,18.0,0,2,Woman,Childs,"(10, 20]"
586,0,2,male,47.0,0,0,Man,Seniors,"(40, 50]"
587,1,1,male,60.0,1,1,Man,Seniors,"(50, 60]"
588,0,3,male,22.0,0,0,Man,Adults,"(20, 30]"
589,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
590,0,3,male,35.0,0,0,Man,Adults,"(30, 40]"
591,1,1,female,52.0,1,0,Woman,Seniors,"(50, 60]"
592,0,3,male,47.0,0,0,Man,Seniors,"(40, 50]"
593,0,3,female,21.5,0,2,Woman,Adults,"(20, 30]"
594,0,2,male,37.0,1,0,Man,Adults,"(30, 40]"
595,0,3,male,36.0,1,1,Man,Adults,"(30, 40]"
596,1,2,female,28.0,0,0,Woman,Adults,"(20, 30]"
597,0,3,male,49.0,0,0,Man,Seniors,"(40, 50]"
598,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
599,1,1,male,49.0,1,0,Man,Seniors,"(40, 50]"
600,1,2,female,24.0,2,1,Woman,Adults,"(20, 30]"
601,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
602,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
603,0,3,male,44.0,0,0,Man,Seniors,"(40, 50]"
604,1,1,male,35.0,0,0,Man,Adults,"(30, 40]"
605,0,3,male,36.0,1,0,Man,Adults,"(30, 40]"
606,0,3,male,30.0,0,0,Man,Adults,"(20, 30]"
607,1,1,male,27.0,0,0,Man,Adults,"(20, 30]"
608,1,2,female,22.0,1,2,Woman,Adults,"(20, 30]"
609,1,1,female,40.0,0,0,Woman,Adults,"(30, 40]"
610,0,3,female,39.0,1,5,Woman,Adults,"(30, 40]"
611,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
612,1,3,female,21.5,1,0,Woman,Adults,"(20, 30]"
613,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
614,0,3,male,35.0,0,0,Man,Adults,"(30, 40]"
615,1,2,female,24.0,1,2,Woman,Adults,"(20, 30]"
616,0,3,male,34.0,1,1,Man,Adults,"(30, 40]"
617,0,3,female,26.0,1,0,Woman,Adults,"(20, 30]"
618,1,2,female,4.0,2,1,child,Childs,"(0, 10]"
619,0,2,male,26.0,0,0,Man,Adults,"(20, 30]"
620,0,3,male,27.0,1,0,Man,Adults,"(20, 30]"
621,1,1,male,42.0,1,0,Man,Seniors,"(40, 50]"
622,1,3,male,20.0,1,1,Man,Adults,"(10, 20]"
623,0,3,male,21.0,0,0,Man,Adults,"(20, 30]"
624,0,3,male,21.0,0,0,Man,Adults,"(20, 30]"
625,0,1,male,61.0,0,0,Man,Seniors,"(60, 70]"
626,0,2,male,57.0,0,0,Man,Seniors,"(50, 60]"
627,1,1,female,21.0,0,0,Woman,Adults,"(20, 30]"
628,0,3,male,26.0,0,0,Man,Adults,"(20, 30]"
629,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
630,1,1,male,80.0,0,0,Man,Seniors,"(70, 80]"
631,0,3,male,51.0,0,0,Man,Seniors,"(50, 60]"
632,1,1,male,32.0,0,0,Man,Adults,"(30, 40]"
633,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
634,0,3,female,9.0,3,2,child,Childs,"(0, 10]"
635,1,2,female,28.0,0,0,Woman,Adults,"(20, 30]"
636,0,3,male,32.0,0,0,Man,Adults,"(30, 40]"
637,0,2,male,31.0,1,1,Man,Adults,"(30, 40]"
638,0,3,female,41.0,0,5,Woman,Seniors,"(40, 50]"
639,0,3,male,25.0,1,0,Man,Adults,"(20, 30]"
640,0,3,male,20.0,0,0,Man,Adults,"(10, 20]"
641,1,1,female,24.0,0,0,Woman,Adults,"(20, 30]"
642,0,3,female,2.0,3,2,child,Childs,"(0, 10]"
643,1,3,male,25.0,0,0,Man,Adults,"(20, 30]"
644,1,3,female,0.75,2,1,child,Childs,"(0, 10]"
645,1,1,male,48.0,1,0,Man,Seniors,"(40, 50]"
646,0,3,male,19.0,0,0,Man,Adults,"(10, 20]"
647,1,1,male,56.0,0,0,Man,Seniors,"(50, 60]"
648,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
649,1,3,female,23.0,0,0,Woman,Adults,"(20, 30]"
650,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
651,1,2,female,18.0,0,1,Woman,Childs,"(10, 20]"
652,0,3,male,21.0,0,0,Man,Adults,"(20, 30]"
653,1,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
654,0,3,female,18.0,0,0,Woman,Childs,"(10, 20]"
655,0,2,male,24.0,2,0,Man,Adults,"(20, 30]"
656,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
657,0,3,female,32.0,1,1,Woman,Adults,"(30, 40]"
658,0,2,male,23.0,0,0,Man,Adults,"(20, 30]"
659,0,1,male,58.0,0,2,Man,Seniors,"(50, 60]"
660,1,1,male,50.0,2,0,Man,Seniors,"(40, 50]"
661,0,3,male,40.0,0,0,Man,Adults,"(30, 40]"
662,0,1,male,47.0,0,0,Man,Seniors,"(40, 50]"
663,0,3,male,36.0,0,0,Man,Adults,"(30, 40]"
664,1,3,male,20.0,1,0,Man,Adults,"(10, 20]"
665,0,2,male,32.0,2,0,Man,Adults,"(30, 40]"
666,0,2,male,25.0,0,0,Man,Adults,"(20, 30]"
667,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
668,0,3,male,43.0,0,0,Man,Seniors,"(40, 50]"
669,1,1,female,35.0,1,0,Woman,Adults,"(30, 40]"
670,1,2,female,40.0,1,1,Woman,Adults,"(30, 40]"
671,0,1,male,31.0,1,0,Man,Adults,"(30, 40]"
672,0,2,male,70.0,0,0,Man,Seniors,"(60, 70]"
673,1,2,male,31.0,0,0,Man,Adults,"(30, 40]"
674,0,2,male,30.0,0,0,Man,Adults,"(20, 30]"
675,0,3,male,18.0,0,0,Man,Childs,"(10, 20]"
676,0,3,male,24.5,0,0,Man,Adults,"(20, 30]"
677,1,3,female,18.0,0,0,Woman,Childs,"(10, 20]"
678,0,3,female,43.0,1,6,Woman,Seniors,"(40, 50]"
679,1,1,male,36.0,0,1,Man,Adults,"(30, 40]"
680,0,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
681,1,1,male,27.0,0,0,Man,Adults,"(20, 30]"
682,0,3,male,20.0,0,0,Man,Adults,"(10, 20]"
683,0,3,male,14.0,5,2,child,Childs,"(10, 20]"
684,0,2,male,60.0,1,1,Man,Seniors,"(50, 60]"
685,0,2,male,25.0,1,2,Man,Adults,"(20, 30]"
686,0,3,male,14.0,4,1,child,Childs,"(10, 20]"
687,0,3,male,19.0,0,0,Man,Adults,"(10, 20]"
688,0,3,male,18.0,0,0,Man,Childs,"(10, 20]"
689,1,1,female,15.0,0,1,child,Childs,"(10, 20]"
690,1,1,male,31.0,1,0,Man,Adults,"(30, 40]"
691,1,3,female,4.0,0,1,child,Childs,"(0, 10]"
692,1,3,male,25.0,0,0,Man,Adults,"(20, 30]"
693,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
694,0,1,male,60.0,0,0,Man,Seniors,"(50, 60]"
695,0,2,male,52.0,0,0,Man,Seniors,"(50, 60]"
696,0,3,male,44.0,0,0,Man,Seniors,"(40, 50]"
697,1,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
698,0,1,male,49.0,1,1,Man,Seniors,"(40, 50]"
699,0,3,male,42.0,0,0,Man,Seniors,"(40, 50]"
700,1,1,female,18.0,1,0,Woman,Childs,"(10, 20]"
701,1,1,male,35.0,0,0,Man,Adults,"(30, 40]"
702,0,3,female,18.0,0,1,Woman,Childs,"(10, 20]"
703,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
704,0,3,male,26.0,1,0,Man,Adults,"(20, 30]"
705,0,2,male,39.0,0,0,Man,Adults,"(30, 40]"
706,1,2,female,45.0,0,0,Woman,Seniors,"(40, 50]"
707,1,1,male,42.0,0,0,Man,Seniors,"(40, 50]"
708,1,1,female,22.0,0,0,Woman,Adults,"(20, 30]"
709,1,3,male,25.0,1,1,Man,Adults,"(20, 30]"
710,1,1,female,24.0,0,0,Woman,Adults,"(20, 30]"
711,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
712,1,1,male,48.0,1,0,Man,Seniors,"(40, 50]"
713,0,3,male,29.0,0,0,Man,Adults,"(20, 30]"
714,0,2,male,52.0,0,0,Man,Seniors,"(50, 60]"
715,0,3,male,19.0,0,0,Man,Adults,"(10, 20]"
716,1,1,female,38.0,0,0,Woman,Adults,"(30, 40]"
717,1,2,female,27.0,0,0,Woman,Adults,"(20, 30]"
718,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
719,0,3,male,33.0,0,0,Man,Adults,"(30, 40]"
720,1,2,female,6.0,0,1,child,Childs,"(0, 10]"
721,0,3,male,17.0,1,0,child,Childs,"(10, 20]"
722,0,2,male,34.0,0,0,Man,Adults,"(30, 40]"
723,0,2,male,50.0,0,0,Man,Seniors,"(40, 50]"
724,1,1,male,27.0,1,0,Man,Adults,"(20, 30]"
725,0,3,male,20.0,0,0,Man,Adults,"(10, 20]"
726,1,2,female,30.0,3,0,Woman,Adults,"(20, 30]"
727,1,3,female,21.5,0,0,Woman,Adults,"(20, 30]"
728,0,2,male,25.0,1,0,Man,Adults,"(20, 30]"
729,0,3,female,25.0,1,0,Woman,Adults,"(20, 30]"
730,1,1,female,29.0,0,0,Woman,Adults,"(20, 30]"
731,0,3,male,11.0,0,0,child,Childs,"(10, 20]"
732,0,2,male,30.0,0,0,Man,Adults,"(20, 30]"
733,0,2,male,23.0,0,0,Man,Adults,"(20, 30]"
734,0,2,male,23.0,0,0,Man,Adults,"(20, 30]"
735,0,3,male,28.5,0,0,Man,Adults,"(20, 30]"
736,0,3,female,48.0,1,3,Woman,Seniors,"(40, 50]"
737,1,1,male,35.0,0,0,Man,Adults,"(30, 40]"
738,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
739,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
740,1,1,male,40.0,0,0,Man,Adults,"(30, 40]"
741,0,1,male,36.0,1,0,Man,Adults,"(30, 40]"
742,1,1,female,21.0,2,2,Woman,Adults,"(20, 30]"
743,0,3,male,24.0,1,0,Man,Adults,"(20, 30]"
744,1,3,male,31.0,0,0,Man,Adults,"(30, 40]"
745,0,1,male,70.0,1,1,Man,Seniors,"(60, 70]"
746,0,3,male,16.0,1,1,child,Childs,"(10, 20]"
747,1,2,female,30.0,0,0,Woman,Adults,"(20, 30]"
748,0,1,male,19.0,1,0,Man,Adults,"(10, 20]"
749,0,3,male,31.0,0,0,Man,Adults,"(30, 40]"
750,1,2,female,4.0,1,1,child,Childs,"(0, 10]"
751,1,3,male,6.0,0,1,child,Childs,"(0, 10]"
752,0,3,male,33.0,0,0,Man,Adults,"(30, 40]"
753,0,3,male,23.0,0,0,Man,Adults,"(20, 30]"
754,1,2,female,48.0,1,2,Woman,Seniors,"(40, 50]"
755,1,2,male,0.67,1,1,child,Childs,"(0, 10]"
756,0,3,male,28.0,0,0,Man,Adults,"(20, 30]"
757,0,2,male,18.0,0,0,Man,Childs,"(10, 20]"
758,0,3,male,34.0,0,0,Man,Adults,"(30, 40]"
759,1,1,female,33.0,0,0,Woman,Adults,"(30, 40]"
760,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
761,0,3,male,41.0,0,0,Man,Seniors,"(40, 50]"
762,1,3,male,20.0,0,0,Man,Adults,"(10, 20]"
763,1,1,female,36.0,1,2,Woman,Adults,"(30, 40]"
764,0,3,male,16.0,0,0,child,Childs,"(10, 20]"
765,1,1,female,51.0,1,0,Woman,Seniors,"(50, 60]"
766,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
767,0,3,female,30.5,0,0,Woman,Adults,"(30, 40]"
768,0,3,male,25.0,1,0,Man,Adults,"(20, 30]"
769,0,3,male,32.0,0,0,Man,Adults,"(30, 40]"
770,0,3,male,24.0,0,0,Man,Adults,"(20, 30]"
771,0,3,male,48.0,0,0,Man,Seniors,"(40, 50]"
772,0,2,female,57.0,0,0,Woman,Seniors,"(50, 60]"
773,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
774,1,2,female,54.0,1,3,Woman,Seniors,"(50, 60]"
775,0,3,male,18.0,0,0,Man,Childs,"(10, 20]"
776,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
777,1,3,female,5.0,0,0,child,Childs,"(0, 10]"
778,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
779,1,1,female,43.0,0,1,Woman,Seniors,"(40, 50]"
780,1,3,female,13.0,0,0,child,Childs,"(10, 20]"
781,1,1,female,17.0,1,0,child,Childs,"(10, 20]"
782,0,1,male,29.0,0,0,Man,Adults,"(20, 30]"
783,0,3,male,25.0,1,2,Man,Adults,"(20, 30]"
784,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
785,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
786,1,3,female,18.0,0,0,Woman,Childs,"(10, 20]"
787,0,3,male,8.0,4,1,child,Childs,"(0, 10]"
788,1,3,male,1.0,1,2,child,Childs,"(0, 10]"
789,0,1,male,46.0,0,0,Man,Seniors,"(40, 50]"
790,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
791,0,2,male,16.0,0,0,child,Childs,"(10, 20]"
792,0,3,female,21.5,8,2,Woman,Adults,"(20, 30]"
793,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
794,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
795,0,2,male,39.0,0,0,Man,Adults,"(30, 40]"
796,1,1,female,49.0,0,0,Woman,Seniors,"(40, 50]"
797,1,3,female,31.0,0,0,Woman,Adults,"(30, 40]"
798,0,3,male,30.0,0,0,Man,Adults,"(20, 30]"
799,0,3,female,30.0,1,1,Woman,Adults,"(20, 30]"
800,0,2,male,34.0,0,0,Man,Adults,"(30, 40]"
801,1,2,female,31.0,1,1,Woman,Adults,"(30, 40]"
802,1,1,male,11.0,1,2,child,Childs,"(10, 20]"
803,1,3,male,0.42,0,1,child,Childs,"(0, 10]"
804,1,3,male,27.0,0,0,Man,Adults,"(20, 30]"
805,0,3,male,31.0,0,0,Man,Adults,"(30, 40]"
806,0,1,male,39.0,0,0,Man,Adults,"(30, 40]"
807,0,3,female,18.0,0,0,Woman,Childs,"(10, 20]"
808,0,2,male,39.0,0,0,Man,Adults,"(30, 40]"
809,1,1,female,33.0,1,0,Woman,Adults,"(30, 40]"
810,0,3,male,26.0,0,0,Man,Adults,"(20, 30]"
811,0,3,male,39.0,0,0,Man,Adults,"(30, 40]"
812,0,2,male,35.0,0,0,Man,Adults,"(30, 40]"
813,0,3,female,6.0,4,2,child,Childs,"(0, 10]"
814,0,3,male,30.5,0,0,Man,Adults,"(30, 40]"
815,0,1,male,40.0,0,0,Man,Adults,"(30, 40]"
816,0,3,female,23.0,0,0,Woman,Adults,"(20, 30]"
817,0,2,male,31.0,1,1,Man,Adults,"(30, 40]"
818,0,3,male,43.0,0,0,Man,Seniors,"(40, 50]"
819,0,3,male,10.0,3,2,child,Childs,"(0, 10]"
820,1,1,female,52.0,1,1,Woman,Seniors,"(50, 60]"
821,1,3,male,27.0,0,0,Man,Adults,"(20, 30]"
822,0,1,male,38.0,0,0,Man,Adults,"(30, 40]"
823,1,3,female,27.0,0,1,Woman,Adults,"(20, 30]"
824,0,3,male,2.0,4,1,child,Childs,"(0, 10]"
825,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
826,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
827,1,2,male,1.0,0,2,child,Childs,"(0, 10]"
828,1,3,male,25.0,0,0,Man,Adults,"(20, 30]"
829,1,1,female,62.0,0,0,Woman,Seniors,"(60, 70]"
830,1,3,female,15.0,1,0,child,Childs,"(10, 20]"
831,1,2,male,0.83,1,1,child,Childs,"(0, 10]"
832,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
833,0,3,male,23.0,0,0,Man,Adults,"(20, 30]"
834,0,3,male,18.0,0,0,Man,Childs,"(10, 20]"
835,1,1,female,39.0,1,1,Woman,Adults,"(30, 40]"
836,0,3,male,21.0,0,0,Man,Adults,"(20, 30]"
837,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
838,1,3,male,32.0,0,0,Man,Adults,"(30, 40]"
839,1,1,male,40.0,0,0,Man,Adults,"(30, 40]"
840,0,3,male,20.0,0,0,Man,Adults,"(10, 20]"
841,0,2,male,16.0,0,0,child,Childs,"(10, 20]"
842,1,1,female,30.0,0,0,Woman,Adults,"(20, 30]"
843,0,3,male,34.5,0,0,Man,Adults,"(30, 40]"
844,0,3,male,17.0,0,0,child,Childs,"(10, 20]"
845,0,3,male,42.0,0,0,Man,Seniors,"(40, 50]"
846,0,3,male,25.0,8,2,Man,Adults,"(20, 30]"
847,0,3,male,35.0,0,0,Man,Adults,"(30, 40]"
848,0,2,male,28.0,0,1,Man,Adults,"(20, 30]"
849,1,1,female,35.0,1,0,Woman,Adults,"(30, 40]"
850,0,3,male,4.0,4,2,child,Childs,"(0, 10]"
851,0,3,male,74.0,0,0,Man,Seniors,"(70, 80]"
852,0,3,female,9.0,1,1,child,Childs,"(0, 10]"
853,1,1,female,16.0,0,1,child,Childs,"(10, 20]"
854,0,2,female,44.0,1,0,Woman,Seniors,"(40, 50]"
855,1,3,female,18.0,0,1,Woman,Childs,"(10, 20]"
856,1,1,female,45.0,1,1,Woman,Seniors,"(40, 50]"
857,1,1,male,51.0,0,0,Man,Seniors,"(50, 60]"
858,1,3,female,24.0,0,3,Woman,Adults,"(20, 30]"
859,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
860,0,3,male,41.0,2,0,Man,Seniors,"(40, 50]"
